集計年,都道府県CD,都道府県名,産業大分類CD,産業大分類名,業種中分類CD,業種中分類名,企業単位_従業者数（人）
2012,43,熊本県,J,金融業，保険業,66,補助的金融業等,147
2012,43,熊本県,J,金融業，保険業,67,保険業（保険媒介代理業，保険サービス業を含む）,2430
2012,43,熊本県,K,不動産業，物品賃貸業,68,不動産取引業,2644
2012,43,熊本県,K,不動産業，物品賃貸業,69,不動産賃貸業・管理業,6783
2012,43,熊本県,K,不動産業，物品賃貸業,70,物品賃貸業,2383
2012,43,熊本県,L,学術研究，専門・技術サービス業,71,学術・開発研究機関,135
2012,43,熊本県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,5940
2012,43,熊本県,L,学術研究，専門・技術サービス業,73,広告業,615
2012,43,熊本県,L,学術研究，専門・技術サービス業,74,技術サービス業（他に分類されないもの）,5780
2012,43,熊本県,M,宿泊業，飲食サービス業,75,宿泊業,10446
2012,43,熊本県,M,宿泊業，飲食サービス業,76,飲食店,33895
2012,43,熊本県,M,宿泊業，飲食サービス業,77,持ち帰り・配達飲食サービス業,5615
2012,43,熊本県,N,生活関連サービス業，娯楽業,78,洗濯・理容・美容・浴場業,15613
2012,43,熊本県,N,生活関連サービス業，娯楽業,79,その他の生活関連サービス業,4004
2012,43,熊本県,N,生活関連サービス業，娯楽業,80,娯楽業,10721
2012,43,熊本県,O,教育，学習支援業,81,学校教育,11697
2012,43,熊本県,O,教育，学習支援業,82,その他の教育，学習支援業,6352
2012,43,熊本県,P,医療，福祉,83,医療業,58775
2012,43,熊本県,P,医療，福祉,84,保健衛生,538
2012,43,熊本県,P,医療，福祉,85,社会保険・社会福祉・介護事業,40329
2012,43,熊本県,Q,複合サービス事業,86,郵便局,405
2012,43,熊本県,Q,複合サービス事業,87,協同組合（他に分類されないもの）,8548
2012,43,熊本県,R,サービス業（他に分類されないもの）,88,廃棄物処理業,3523
2012,43,熊本県,R,サービス業（他に分類されないもの）,89,自動車整備業,4100
2012,43,熊本県,R,サービス業（他に分類されないもの）,90,機械等修理業（別掲を除く）,1203
2012,43,熊本県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,5976
2012,43,熊本県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,12432
2012,43,熊本県,R,サービス業（他に分類されないもの）,93,政治・経済・文化団体,3395
2012,43,熊本県,R,サービス業（他に分類されないもの）,94,宗教,3527
2012,43,熊本県,R,サービス業（他に分類されないもの）,95,その他のサービス業,294
2012,44,大分県,A,農業，林業,01,農業,5032
2012,44,大分県,A,農業，林業,02,林業,1012
2012,44,大分県,B,漁業,03,漁業（水産養殖業を除く）,458
2012,44,大分県,B,漁業,04,水産養殖業,862
2012,44,大分県,C,鉱業，採石業，砂利採取業,05,鉱業，採石業，砂利採取業,335
2012,44,大分県,D,建設業,06,総合工事業,18820
2012,44,大分県,D,建設業,07,職別工事業(設備工事業を除く),8710
2012,44,大分県,D,建設業,08,設備工事業,9690
2012,44,大分県,E,製造業,09,食料品製造業,9767
2012,44,大分県,E,製造業,10,飲料・たばこ・飼料製造業,1733
2012,44,大分県,E,製造業,11,繊維工業,1640
2012,44,大分県,E,製造業,12,木材・木製品製造業（家具を除く）,2287
2012,44,大分県,E,製造業,13,家具・装備品製造業,1301
2012,44,大分県,E,製造業,14,パルプ・紙・紙加工品製造業,760
2012,44,大分県,E,製造業,15,印刷・同関連業,1622
2012,44,大分県,E,製造業,16,化学工業,551
2012,44,大分県,E,製造業,17,石油製品・石炭製品製造業,153
2012,44,大分県,E,製造業,18,プラスチック製品製造業（別掲を除く）,2565
2012,44,大分県,E,製造業,19,ゴム製品製造業,1040
2012,44,大分県,E,製造業,20,なめし革・同製品・毛皮製造業,94
2012,44,大分県,E,製造業,21,窯業・土石製品製造業,2178
2012,44,大分県,E,製造業,22,鉄鋼業,432
2012,44,大分県,E,製造業,23,非鉄金属製造業,606
2012,44,大分県,E,製造業,24,金属製品製造業,3195
2012,44,大分県,E,製造業,25,はん用機械器具製造業,759
2012,44,大分県,E,製造業,26,生産用機械器具製造業,1977
2012,44,大分県,E,製造業,27,業務用機械器具製造業,2274
2012,44,大分県,E,製造業,28,電子部品・デバイス・電子回路製造業,4812
2012,44,大分県,E,製造業,29,電気機械器具製造業,3001
2012,44,大分県,E,製造業,30,情報通信機械器具製造業,4330
2012,44,大分県,E,製造業,31,輸送用機械器具製造業,8178
2012,44,大分県,E,製造業,32,その他の製造業,1327
2012,44,大分県,F,電気・ガス・熱供給・水道業,33,電気業,151
2012,44,大分県,F,電気・ガス・熱供給・水道業,34,ガス業,185
2012,44,大分県,F,電気・ガス・熱供給・水道業,35,熱供給業,6
2012,44,大分県,F,電気・ガス・熱供給・水道業,36,水道業,22
2012,44,大分県,G,情報通信業,37,通信業,216
2012,44,大分県,G,情報通信業,38,放送業,847
2012,44,大分県,G,情報通信業,39,情報サービス業,2434
2012,44,大分県,G,情報通信業,40,インターネット附随サービス業,93
2012,44,大分県,G,情報通信業,41,映像・音声・文字情報制作業,828
2012,44,大分県,H,運輸業，郵便業,42,鉄道業,120
2012,44,大分県,H,運輸業，郵便業,43,道路旅客運送業,5178
2012,44,大分県,H,運輸業，郵便業,44,道路貨物運送業,9653
2012,44,大分県,H,運輸業，郵便業,45,水運業,940
2012,44,大分県,H,運輸業，郵便業,46,航空運輸業,0
2012,44,大分県,H,運輸業，郵便業,47,倉庫業,169
2012,44,大分県,H,運輸業，郵便業,48,運輸に附帯するサービス業,1613
2012,44,大分県,H,運輸業，郵便業,49,郵便業（信書便事業を含む）,5
2012,44,大分県,I,卸売業，小売業,50,各種商品卸売業,31
2012,44,大分県,I,卸売業，小売業,51,繊維・衣服等卸売業,420
2012,44,大分県,I,卸売業，小売業,52,飲食料品卸売業,6036
2012,44,大分県,I,卸売業，小売業,53,建築材料，鉱物・金属材料等卸売業,4600
2012,44,大分県,I,卸売業，小売業,54,機械器具卸売業,2779
2012,44,大分県,I,卸売業，小売業,55,その他の卸売業,5782
2012,44,大分県,I,卸売業，小売業,56,各種商品小売業,1390
2012,44,大分県,I,卸売業，小売業,57,織物・衣服・身の回り品小売業,4535
2012,44,大分県,I,卸売業，小売業,58,飲食料品小売業,27065
2012,44,大分県,I,卸売業，小売業,59,機械器具小売業,7433
2012,44,大分県,I,卸売業，小売業,60,その他の小売業,19312
2012,44,大分県,I,卸売業，小売業,61,無店舗小売業,982
2012,44,大分県,J,金融業，保険業,62,銀行業,3889
2012,44,大分県,J,金融業，保険業,63,協同組織金融業,1214
2012,44,大分県,J,金融業，保険業,64,貸金業，クレジットカード業等非預金信用機関,323
2012,44,大分県,J,金融業，保険業,65,金融商品取引業，商品先物取引業,21
2012,44,大分県,J,金融業，保険業,66,補助的金融業等,184
2012,44,大分県,J,金融業，保険業,67,保険業（保険媒介代理業，保険サービス業を含む）,1490
2012,44,大分県,K,不動産業，物品賃貸業,68,不動産取引業,1657
2012,44,大分県,K,不動産業，物品賃貸業,69,不動産賃貸業・管理業,4663
2012,44,大分県,K,不動産業，物品賃貸業,70,物品賃貸業,1888
2012,44,大分県,L,学術研究，専門・技術サービス業,71,学術・開発研究機関,48
2012,44,大分県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,3039
2012,44,大分県,L,学術研究，専門・技術サービス業,73,広告業,460
2012,44,大分県,L,学術研究，専門・技術サービス業,74,技術サービス業（他に分類されないもの）,4947
2012,44,大分県,M,宿泊業，飲食サービス業,75,宿泊業,10303
2012,44,大分県,M,宿泊業，飲食サービス業,76,飲食店,39073
2012,44,大分県,M,宿泊業，飲食サービス業,77,持ち帰り・配達飲食サービス業,2507
2012,44,大分県,N,生活関連サービス業，娯楽業,78,洗濯・理容・美容・浴場業,9667
2012,44,大分県,N,生活関連サービス業，娯楽業,79,その他の生活関連サービス業,2462
2012,44,大分県,N,生活関連サービス業，娯楽業,80,娯楽業,4857
2012,44,大分県,O,教育，学習支援業,81,学校教育,7010
2012,44,大分県,O,教育，学習支援業,82,その他の教育，学習支援業,3748
2012,44,大分県,P,医療，福祉,83,医療業,39444
2012,44,大分県,P,医療，福祉,84,保健衛生,558
2012,44,大分県,P,医療，福祉,85,社会保険・社会福祉・介護事業,28163
2012,44,大分県,Q,複合サービス事業,86,郵便局,216
2012,44,大分県,Q,複合サービス事業,87,協同組合（他に分類されないもの）,4104
2012,44,大分県,R,サービス業（他に分類されないもの）,88,廃棄物処理業,2465
2012,44,大分県,R,サービス業（他に分類されないもの）,89,自動車整備業,3133
2012,44,大分県,R,サービス業（他に分類されないもの）,90,機械等修理業（別掲を除く）,1072
2012,44,大分県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,2526
2012,44,大分県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,11324
2012,44,大分県,R,サービス業（他に分類されないもの）,93,政治・経済・文化団体,2222
2012,44,大分県,R,サービス業（他に分類されないもの）,94,宗教,3017
2012,44,大分県,R,サービス業（他に分類されないもの）,95,その他のサービス業,79
2012,45,宮崎県,A,農業，林業,01,農業,6732
2012,45,宮崎県,A,農業，林業,02,林業,1528
2012,45,宮崎県,B,漁業,03,漁業（水産養殖業を除く）,1667
2012,45,宮崎県,B,漁業,04,水産養殖業,552
2012,45,宮崎県,C,鉱業，採石業，砂利採取業,05,鉱業，採石業，砂利採取業,187
2012,45,宮崎県,D,建設業,06,総合工事業,20488
2012,45,宮崎県,D,建設業,07,職別工事業(設備工事業を除く),7383
2012,45,宮崎県,D,建設業,08,設備工事業,6940
2012,45,宮崎県,E,製造業,09,食料品製造業,14622
2012,45,宮崎県,E,製造業,10,飲料・たばこ・飼料製造業,3167
2012,45,宮崎県,E,製造業,11,繊維工業,4300
2012,45,宮崎県,E,製造業,12,木材・木製品製造業（家具を除く）,3268
2012,45,宮崎県,E,製造業,13,家具・装備品製造業,1189
2012,45,宮崎県,E,製造業,14,パルプ・紙・紙加工品製造業,461
2012,45,宮崎県,E,製造業,15,印刷・同関連業,2283
2012,45,宮崎県,E,製造業,16,化学工業,382
2012,45,宮崎県,E,製造業,17,石油製品・石炭製品製造業,46
2012,45,宮崎県,E,製造業,18,プラスチック製品製造業（別掲を除く）,996
2012,45,宮崎県,E,製造業,19,ゴム製品製造業,562
2012,45,宮崎県,E,製造業,20,なめし革・同製品・毛皮製造業,2
2012,45,宮崎県,E,製造業,21,窯業・土石製品製造業,2086
2012,45,宮崎県,E,製造業,22,鉄鋼業,501
2012,45,宮崎県,E,製造業,23,非鉄金属製造業,94
2012,45,宮崎県,E,製造業,24,金属製品製造業,2098
2012,45,宮崎県,E,製造業,25,はん用機械器具製造業,432
2012,45,宮崎県,E,製造業,26,生産用機械器具製造業,1722
2012,45,宮崎県,E,製造業,27,業務用機械器具製造業,198
2012,45,宮崎県,E,製造業,28,電子部品・デバイス・電子回路製造業,2419
2012,45,宮崎県,E,製造業,29,電気機械器具製造業,1633
2012,45,宮崎県,E,製造業,30,情報通信機械器具製造業,1137
2012,45,宮崎県,E,製造業,31,輸送用機械器具製造業,2794
2012,45,宮崎県,E,製造業,32,その他の製造業,1357
2012,45,宮崎県,F,電気・ガス・熱供給・水道業,33,電気業,49
2012,45,宮崎県,F,電気・ガス・熱供給・水道業,34,ガス業,178
2012,45,宮崎県,F,電気・ガス・熱供給・水道業,35,熱供給業,2
2012,45,宮崎県,F,電気・ガス・熱供給・水道業,36,水道業,80
2012,45,宮崎県,G,情報通信業,37,通信業,182
2012,45,宮崎県,G,情報通信業,38,放送業,737
2012,45,宮崎県,G,情報通信業,39,情報サービス業,2119
2012,45,宮崎県,G,情報通信業,40,インターネット附随サービス業,31
2012,45,宮崎県,G,情報通信業,41,映像・音声・文字情報制作業,821
2012,45,宮崎県,H,運輸業，郵便業,42,鉄道業,123
2012,45,宮崎県,H,運輸業，郵便業,43,道路旅客運送業,5209
2012,45,宮崎県,H,運輸業，郵便業,44,道路貨物運送業,8603
2012,45,宮崎県,H,運輸業，郵便業,45,水運業,143
2012,45,宮崎県,H,運輸業，郵便業,46,航空運輸業,647
2012,45,宮崎県,H,運輸業，郵便業,47,倉庫業,49
2012,45,宮崎県,H,運輸業，郵便業,48,運輸に附帯するサービス業,348
2012,45,宮崎県,H,運輸業，郵便業,49,郵便業（信書便事業を含む）,0
2012,45,宮崎県,I,卸売業，小売業,50,各種商品卸売業,89
2012,45,宮崎県,I,卸売業，小売業,51,繊維・衣服等卸売業,388
2012,45,宮崎県,I,卸売業，小売業,52,飲食料品卸売業,7372
2012,45,宮崎県,I,卸売業，小売業,53,建築材料，鉱物・金属材料等卸売業,4096
2012,45,宮崎県,I,卸売業，小売業,54,機械器具卸売業,2841
2012,45,宮崎県,I,卸売業，小売業,55,その他の卸売業,2787
2012,45,宮崎県,I,卸売業，小売業,56,各種商品小売業,468
2012,45,宮崎県,I,卸売業，小売業,57,織物・衣服・身の回り品小売業,2963
2012,45,宮崎県,I,卸売業，小売業,58,飲食料品小売業,22171
2012,45,宮崎県,I,卸売業，小売業,59,機械器具小売業,7063
2012,45,宮崎県,I,卸売業，小売業,60,その他の小売業,17181
2012,45,宮崎県,I,卸売業，小売業,61,無店舗小売業,1127
2012,45,宮崎県,J,金融業，保険業,62,銀行業,2314
2012,45,宮崎県,J,金融業，保険業,63,協同組織金融業,977
2012,45,宮崎県,J,金融業，保険業,64,貸金業，クレジットカード業等非預金信用機関,227
2012,45,宮崎県,J,金融業，保険業,65,金融商品取引業，商品先物取引業,4
2012,45,宮崎県,J,金融業，保険業,66,補助的金融業等,95
2012,45,宮崎県,J,金融業，保険業,67,保険業（保険媒介代理業，保険サービス業を含む）,1915
2012,45,宮崎県,K,不動産業，物品賃貸業,68,不動産取引業,1563
2012,45,宮崎県,K,不動産業，物品賃貸業,69,不動産賃貸業・管理業,2703
2012,45,宮崎県,K,不動産業，物品賃貸業,70,物品賃貸業,1991
2012,45,宮崎県,L,学術研究，専門・技術サービス業,71,学術・開発研究機関,851
2012,45,宮崎県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,3401
2012,45,宮崎県,L,学術研究，専門・技術サービス業,73,広告業,322
2012,45,宮崎県,L,学術研究，専門・技術サービス業,74,技術サービス業（他に分類されないもの）,4539
2012,45,宮崎県,M,宿泊業，飲食サービス業,75,宿泊業,7918
2012,45,宮崎県,M,宿泊業，飲食サービス業,76,飲食店,24440
2012,45,宮崎県,M,宿泊業，飲食サービス業,77,持ち帰り・配達飲食サービス業,2072
2012,45,宮崎県,N,生活関連サービス業，娯楽業,78,洗濯・理容・美容・浴場業,10019
2012,45,宮崎県,N,生活関連サービス業，娯楽業,79,その他の生活関連サービス業,3215
2012,45,宮崎県,N,生活関連サービス業，娯楽業,80,娯楽業,4305
2012,45,宮崎県,O,教育，学習支援業,81,学校教育,7511
2012,45,宮崎県,O,教育，学習支援業,82,その他の教育，学習支援業,4311
2012,45,宮崎県,P,医療，福祉,83,医療業,35211
2012,45,宮崎県,P,医療，福祉,84,保健衛生,451
2012,45,宮崎県,P,医療，福祉,85,社会保険・社会福祉・介護事業,29856
2012,45,宮崎県,Q,複合サービス事業,86,郵便局,311
2012,45,宮崎県,Q,複合サービス事業,87,協同組合（他に分類されないもの）,7182
2012,45,宮崎県,R,サービス業（他に分類されないもの）,88,廃棄物処理業,3048
2012,45,宮崎県,R,サービス業（他に分類されないもの）,89,自動車整備業,3493
2012,45,宮崎県,R,サービス業（他に分類されないもの）,90,機械等修理業（別掲を除く）,848
2012,45,宮崎県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,2676
2012,45,宮崎県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,9408
2012,45,宮崎県,R,サービス業（他に分類されないもの）,93,政治・経済・文化団体,3151
2012,45,宮崎県,R,サービス業（他に分類されないもの）,94,宗教,1504
2012,45,宮崎県,R,サービス業（他に分類されないもの）,95,その他のサービス業,176
2012,46,鹿児島県,A,農業，林業,01,農業,9929
2012,46,鹿児島県,A,農業，林業,02,林業,1498
2012,46,鹿児島県,B,漁業,03,漁業（水産養殖業を除く）,1230
2012,46,鹿児島県,B,漁業,04,水産養殖業,1655
2012,46,鹿児島県,C,鉱業，採石業，砂利採取業,05,鉱業，採石業，砂利採取業,465
2012,46,鹿児島県,D,建設業,06,総合工事業,32041
2012,46,鹿児島県,D,建設業,07,職別工事業(設備工事業を除く),9232
2012,46,鹿児島県,D,建設業,08,設備工事業,8882
2012,46,鹿児島県,E,製造業,09,食料品製造業,28400
2012,46,鹿児島県,E,製造業,10,飲料・たばこ・飼料製造業,9112
2012,46,鹿児島県,E,製造業,11,繊維工業,3024
2012,46,鹿児島県,E,製造業,12,木材・木製品製造業（家具を除く）,1554
2012,46,鹿児島県,E,製造業,13,家具・装備品製造業,1043
2012,46,鹿児島県,E,製造業,14,パルプ・紙・紙加工品製造業,758
2012,46,鹿児島県,E,製造業,15,印刷・同関連業,2412
2012,46,鹿児島県,E,製造業,16,化学工業,609
2012,46,鹿児島県,E,製造業,17,石油製品・石炭製品製造業,144
2012,46,鹿児島県,E,製造業,18,プラスチック製品製造業（別掲を除く）,881
2012,46,鹿児島県,E,製造業,19,ゴム製品製造業,38
2012,46,鹿児島県,E,製造業,20,なめし革・同製品・毛皮製造業,13
2012,46,鹿児島県,E,製造業,21,窯業・土石製品製造業,4099
2012,46,鹿児島県,E,製造業,22,鉄鋼業,163
2012,46,鹿児島県,E,製造業,23,非鉄金属製造業,26
2012,46,鹿児島県,E,製造業,24,金属製品製造業,2832
2012,46,鹿児島県,E,製造業,25,はん用機械器具製造業,343
2012,46,鹿児島県,E,製造業,26,生産用機械器具製造業,2589
2012,46,鹿児島県,E,製造業,27,業務用機械器具製造業,314
2012,46,鹿児島県,E,製造業,28,電子部品・デバイス・電子回路製造業,4350
2012,46,鹿児島県,E,製造業,29,電気機械器具製造業,2127
2012,46,鹿児島県,E,製造業,30,情報通信機械器具製造業,715
2012,46,鹿児島県,E,製造業,31,輸送用機械器具製造業,694
2012,46,鹿児島県,E,製造業,32,その他の製造業,1804
2012,46,鹿児島県,F,電気・ガス・熱供給・水道業,33,電気業,3
2012,46,鹿児島県,F,電気・ガス・熱供給・水道業,34,ガス業,491
2012,46,鹿児島県,F,電気・ガス・熱供給・水道業,35,熱供給業,0
2012,46,鹿児島県,F,電気・ガス・熱供給・水道業,36,水道業,128
2012,46,鹿児島県,G,情報通信業,37,通信業,167
2012,46,鹿児島県,G,情報通信業,38,放送業,645
2012,46,鹿児島県,G,情報通信業,39,情報サービス業,2637
2012,46,鹿児島県,G,情報通信業,40,インターネット附随サービス業,53
2012,46,鹿児島県,G,情報通信業,41,映像・音声・文字情報制作業,1218
2012,46,鹿児島県,H,運輸業，郵便業,42,鉄道業,0
2012,46,鹿児島県,H,運輸業，郵便業,43,道路旅客運送業,7236
2012,46,鹿児島県,H,運輸業，郵便業,44,道路貨物運送業,13852
2012,46,鹿児島県,H,運輸業，郵便業,45,水運業,739
2012,46,鹿児島県,H,運輸業，郵便業,46,航空運輸業,639
2012,46,鹿児島県,H,運輸業，郵便業,47,倉庫業,576
2012,46,鹿児島県,H,運輸業，郵便業,48,運輸に附帯するサービス業,1881
2012,46,鹿児島県,H,運輸業，郵便業,49,郵便業（信書便事業を含む）,0
2012,46,鹿児島県,I,卸売業，小売業,50,各種商品卸売業,62
2012,46,鹿児島県,I,卸売業，小売業,51,繊維・衣服等卸売業,616
2012,46,鹿児島県,I,卸売業，小売業,52,飲食料品卸売業,10780
2012,46,鹿児島県,I,卸売業，小売業,53,建築材料，鉱物・金属材料等卸売業,8119
2012,46,鹿児島県,I,卸売業，小売業,54,機械器具卸売業,5427
2012,46,鹿児島県,I,卸売業，小売業,55,その他の卸売業,4857
2012,46,鹿児島県,I,卸売業，小売業,56,各種商品小売業,20059
2012,46,鹿児島県,I,卸売業，小売業,57,織物・衣服・身の回り品小売業,3638
2012,46,鹿児島県,I,卸売業，小売業,58,飲食料品小売業,31571
2012,46,鹿児島県,I,卸売業，小売業,59,機械器具小売業,11454
2012,46,鹿児島県,I,卸売業，小売業,60,その他の小売業,32828
2012,46,鹿児島県,I,卸売業，小売業,61,無店舗小売業,1656
2012,46,鹿児島県,J,金融業，保険業,62,銀行業,3880
2012,46,鹿児島県,J,金融業，保険業,63,協同組織金融業,2260
2012,46,鹿児島県,J,金融業，保険業,64,貸金業，クレジットカード業等非預金信用機関,245
2012,46,鹿児島県,J,金融業，保険業,65,金融商品取引業，商品先物取引業,7
2012,46,鹿児島県,J,金融業，保険業,66,補助的金融業等,247
2012,46,鹿児島県,J,金融業，保険業,67,保険業（保険媒介代理業，保険サービス業を含む）,2357
2012,46,鹿児島県,K,不動産業，物品賃貸業,68,不動産取引業,2241
2012,46,鹿児島県,K,不動産業，物品賃貸業,69,不動産賃貸業・管理業,4283
2012,46,鹿児島県,K,不動産業，物品賃貸業,70,物品賃貸業,3405
2012,46,鹿児島県,L,学術研究，専門・技術サービス業,71,学術・開発研究機関,193
2012,46,鹿児島県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,5075
2012,46,鹿児島県,L,学術研究，専門・技術サービス業,73,広告業,382
2012,46,鹿児島県,L,学術研究，専門・技術サービス業,74,技術サービス業（他に分類されないもの）,6790
2012,46,鹿児島県,M,宿泊業，飲食サービス業,75,宿泊業,10635
2012,46,鹿児島県,M,宿泊業，飲食サービス業,76,飲食店,37166
2012,46,鹿児島県,M,宿泊業，飲食サービス業,77,持ち帰り・配達飲食サービス業,4056
2012,46,鹿児島県,N,生活関連サービス業，娯楽業,78,洗濯・理容・美容・浴場業,16244
2012,46,鹿児島県,N,生活関連サービス業，娯楽業,79,その他の生活関連サービス業,3823
2012,46,鹿児島県,N,生活関連サービス業，娯楽業,80,娯楽業,7777
2012,46,鹿児島県,O,教育，学習支援業,81,学校教育,13218
2012,46,鹿児島県,O,教育，学習支援業,82,その他の教育，学習支援業,5854
2012,46,鹿児島県,P,医療，福祉,83,医療業,62466
2012,46,鹿児島県,P,医療，福祉,84,保健衛生,368
2012,46,鹿児島県,P,医療，福祉,85,社会保険・社会福祉・介護事業,39935
2012,46,鹿児島県,Q,複合サービス事業,86,郵便局,671
2012,46,鹿児島県,Q,複合サービス事業,87,協同組合（他に分類されないもの）,9557
2012,46,鹿児島県,R,サービス業（他に分類されないもの）,88,廃棄物処理業,3149
2012,46,鹿児島県,R,サービス業（他に分類されないもの）,89,自動車整備業,4324
2012,46,鹿児島県,R,サービス業（他に分類されないもの）,90,機械等修理業（別掲を除く）,1108
2012,46,鹿児島県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,2001
2012,46,鹿児島県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,11810
2012,46,鹿児島県,R,サービス業（他に分類されないもの）,93,政治・経済・文化団体,4542
2012,46,鹿児島県,R,サービス業（他に分類されないもの）,94,宗教,2046
2012,46,鹿児島県,R,サービス業（他に分類されないもの）,95,その他のサービス業,236
2012,47,沖縄県,A,農業，林業,01,農業,2177
2012,47,沖縄県,A,農業，林業,02,林業,181
2012,47,沖縄県,B,漁業,03,漁業（水産養殖業を除く）,16
2012,47,沖縄県,B,漁業,04,水産養殖業,225
2012,47,沖縄県,C,鉱業，採石業，砂利採取業,05,鉱業，採石業，砂利採取業,265
2012,47,沖縄県,D,建設業,06,総合工事業,20412
2012,47,沖縄県,D,建設業,07,職別工事業(設備工事業を除く),6416
2012,47,沖縄県,D,建設業,08,設備工事業,9759
2012,47,沖縄県,E,製造業,09,食料品製造業,12862
2012,47,沖縄県,E,製造業,10,飲料・たばこ・飼料製造業,2554
2012,47,沖縄県,E,製造業,11,繊維工業,1304
2012,47,沖縄県,E,製造業,12,木材・木製品製造業（家具を除く）,152
2012,47,沖縄県,E,製造業,13,家具・装備品製造業,673
2012,47,沖縄県,E,製造業,14,パルプ・紙・紙加工品製造業,453
2012,47,沖縄県,E,製造業,15,印刷・同関連業,2177
2012,47,沖縄県,E,製造業,16,化学工業,991
2012,47,沖縄県,E,製造業,17,石油製品・石炭製品製造業,341
2012,47,沖縄県,E,製造業,18,プラスチック製品製造業（別掲を除く）,528
2012,47,沖縄県,E,製造業,19,ゴム製品製造業,12
2012,47,沖縄県,E,製造業,20,なめし革・同製品・毛皮製造業,43
2012,47,沖縄県,E,製造業,21,窯業・土石製品製造業,3200
2012,47,沖縄県,E,製造業,22,鉄鋼業,283
2012,47,沖縄県,E,製造業,23,非鉄金属製造業,401
2012,47,沖縄県,E,製造業,24,金属製品製造業,2505
2012,47,沖縄県,E,製造業,25,はん用機械器具製造業,195
2012,47,沖縄県,E,製造業,26,生産用機械器具製造業,163
2012,47,沖縄県,E,製造業,27,業務用機械器具製造業,146
2012,47,沖縄県,E,製造業,28,電子部品・デバイス・電子回路製造業,46
2012,47,沖縄県,E,製造業,29,電気機械器具製造業,257
2012,47,沖縄県,E,製造業,30,情報通信機械器具製造業,7
2012,47,沖縄県,E,製造業,31,輸送用機械器具製造業,152
2012,47,沖縄県,E,製造業,32,その他の製造業,902
2012,47,沖縄県,F,電気・ガス・熱供給・水道業,33,電気業,1718
2012,47,沖縄県,F,電気・ガス・熱供給・水道業,34,ガス業,121
2012,47,沖縄県,F,電気・ガス・熱供給・水道業,35,熱供給業,0
2012,47,沖縄県,F,電気・ガス・熱供給・水道業,36,水道業,24
2012,47,沖縄県,G,情報通信業,37,通信業,881
2012,47,沖縄県,G,情報通信業,38,放送業,608
2012,47,沖縄県,G,情報通信業,39,情報サービス業,4842
2012,47,沖縄県,G,情報通信業,40,インターネット附随サービス業,267
2012,47,沖縄県,G,情報通信業,41,映像・音声・文字情報制作業,2119
2012,47,沖縄県,H,運輸業，郵便業,42,鉄道業,189
2012,47,沖縄県,H,運輸業，郵便業,43,道路旅客運送業,12204
2012,47,沖縄県,H,運輸業，郵便業,44,道路貨物運送業,8504
2012,47,沖縄県,H,運輸業，郵便業,45,水運業,894
2012,47,沖縄県,H,運輸業，郵便業,46,航空運輸業,216
2012,47,沖縄県,H,運輸業，郵便業,47,倉庫業,240
2012,47,沖縄県,H,運輸業，郵便業,48,運輸に附帯するサービス業,3609
2012,47,沖縄県,H,運輸業，郵便業,49,郵便業（信書便事業を含む）,0
2012,47,沖縄県,I,卸売業，小売業,50,各種商品卸売業,62
2012,47,沖縄県,I,卸売業，小売業,51,繊維・衣服等卸売業,415
2012,47,沖縄県,I,卸売業，小売業,52,飲食料品卸売業,9106
2012,47,沖縄県,I,卸売業，小売業,53,建築材料，鉱物・金属材料等卸売業,5279
2012,47,沖縄県,I,卸売業，小売業,54,機械器具卸売業,4474
2012,47,沖縄県,I,卸売業，小売業,55,その他の卸売業,5147
2012,47,沖縄県,I,卸売業，小売業,56,各種商品小売業,576
2012,47,沖縄県,I,卸売業，小売業,57,織物・衣服・身の回り品小売業,3913
2012,47,沖縄県,I,卸売業，小売業,58,飲食料品小売業,39385
2012,47,沖縄県,I,卸売業，小売業,59,機械器具小売業,8068
2012,47,沖縄県,I,卸売業，小売業,60,その他の小売業,20892
2012,47,沖縄県,I,卸売業，小売業,61,無店舗小売業,1001
2012,47,沖縄県,J,金融業，保険業,62,銀行業,4043
2012,47,沖縄県,J,金融業，保険業,63,協同組織金融業,562
2012,47,沖縄県,J,金融業，保険業,64,貸金業，クレジットカード業等非預金信用機関,1051
2012,47,沖縄県,J,金融業，保険業,65,金融商品取引業，商品先物取引業,115
2012,47,沖縄県,J,金融業，保険業,66,補助的金融業等,208
2012,47,沖縄県,J,金融業，保険業,67,保険業（保険媒介代理業，保険サービス業を含む）,1328
2012,47,沖縄県,K,不動産業，物品賃貸業,68,不動産取引業,2572
2012,47,沖縄県,K,不動産業，物品賃貸業,69,不動産賃貸業・管理業,10451
